[DEBUG] [2023-08-22 18:38:20] CryptoMaterialConfig.<init>(137) | Load cryptoMaterial, caCertPath: /home/jojo/Documents/Code/Java/fiscoAPP/build/resources/test/conf/ca.crt, sdkCertPath: /home/jojo/Documents/Code/Java/fiscoAPP/build/resources/test/conf/sdk.crt, sdkPrivateKeyPath:/home/jojo/Documents/Code/Java/fiscoAPP/build/resources/test/conf/sdk.key, enSSLCertPath: null, enSSLPrivateKeyPath:null
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 => ECDHE-ECDSA-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 => ECDHE-ECDSA-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384 => ECDHE-RSA-AES256-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_RSA_WITH_AES_256_CBC_SHA384 => ECDHE-RSA-AES256-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384 => ECDHE-ECDSA-AES256-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384 => ECDHE-ECDSA-AES256-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA => ECDHE-RSA-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_RSA_WITH_AES_256_CBC_SHA => ECDHE-RSA-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA => ECDHE-ECDSA-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_ECDSA_WITH_AES_256_CBC_SHA => ECDHE-ECDSA-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_SRP_DSS_WITH_AES_256_CBC_SHA => SRP-DSS-AES-256-CBC-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_SRP_DSS_WITH_AES_256_CBC_SHA => SRP-DSS-AES-256-CBC-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_SRP_RSA_WITH_AES_256_CBC_SHA => SRP-RSA-AES-256-CBC-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_SRP_RSA_WITH_AES_256_CBC_SHA => SRP-RSA-AES-256-CBC-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_SRP_WITH_AES_256_CBC_SHA => SRP-AES-256-CBC-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_SRP_WITH_AES_256_CBC_SHA => SRP-AES-256-CBC-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_DSS_AES256_GCM_SHA384 => DH-DSS-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_DSS_AES256_GCM_SHA384 => DH-DSS-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_DSS_WITH_AES_256_GCM_SHA384 => DHE-DSS-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_DSS_WITH_AES_256_GCM_SHA384 => DHE-DSS-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_AES256_GCM_SHA384 => DH-RSA-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_AES256_GCM_SHA384 => DH-RSA-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_RSA_WITH_AES_256_GCM_SHA384 => DHE-RSA-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_RSA_WITH_AES_256_GCM_SHA384 => DHE-RSA-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_RSA_WITH_AES_256_CBC_SHA256 => DHE-RSA-AES256-SHA256
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_RSA_WITH_AES_256_CBC_SHA256 => DHE-RSA-AES256-SHA256
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_DSS_WITH_AES_256_CBC_SHA256 => DHE-DSS-AES256-SHA256
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_DSS_WITH_AES_256_CBC_SHA256 => DHE-DSS-AES256-SHA256
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_AES256_SHA256 => DH-RSA-AES256-SHA256
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_AES256_SHA256 => DH-RSA-AES256-SHA256
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_DSS_AES256_SHA256 => DH-DSS-AES256-SHA256
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_DSS_AES256_SHA256 => DH-DSS-AES256-SHA256
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_RSA_WITH_AES_256_CBC_SHA => DHE-RSA-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_RSA_WITH_AES_256_CBC_SHA => DHE-RSA-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_DSS_WITH_AES_256_CBC_SHA => DHE-DSS-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_DSS_WITH_AES_256_CBC_SHA => DHE-DSS-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_AES256_SHA => DH-RSA-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_AES256_SHA => DH-RSA-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_DSS_AES256_SHA => DH-DSS-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_DSS_AES256_SHA => DH-DSS-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_RSA_WITH_CAMELLIA256_SHA => DHE-RSA-CAMELLIA256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_RSA_WITH_CAMELLIA256_SHA => DHE-RSA-CAMELLIA256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_DSS_WITH_CAMELLIA256_SHA => DHE-DSS-CAMELLIA256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_DSS_WITH_CAMELLIA256_SHA => DHE-DSS-CAMELLIA256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_CAMELLIA256_SHA => DH-RSA-CAMELLIA256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_CAMELLIA256_SHA => DH-RSA-CAMELLIA256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_DSS_CAMELLIA256_SHA => DH-DSS-CAMELLIA256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_DSS_CAMELLIA256_SHA => DH-DSS-CAMELLIA256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_anon_WITH_AES_256_CBC_SHA => AECDH-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_anon_WITH_AES_256_CBC_SHA => AECDH-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DH_anon_WITH_AES_256_GCM_SHA384 => ADH-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DH_anon_WITH_AES_256_GCM_SHA384 => ADH-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DH_anon_WITH_AES_256_CBC_SHA256 => ADH-AES256-SHA256
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DH_anon_WITH_AES_256_CBC_SHA256 => ADH-AES256-SHA256
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DH_anon_WITH_AES_256_CBC_SHA => ADH-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DH_anon_WITH_AES_256_CBC_SHA => ADH-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DH_anon_WITH_CAMELLIA256_SHA => ADH-CAMELLIA256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DH_anon_WITH_CAMELLIA256_SHA => ADH-CAMELLIA256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_RSA_WITH_AES_256_GCM_SHA384 => ECDH-RSA-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_RSA_WITH_AES_256_GCM_SHA384 => ECDH-RSA-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_ECDSA_WITH_AES_256_GCM_SHA384 => ECDH-ECDSA-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_ECDSA_WITH_AES_256_GCM_SHA384 => ECDH-ECDSA-AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_RSA_WITH_AES_256_CBC_SHA384 => ECDH-RSA-AES256-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_RSA_WITH_AES_256_CBC_SHA384 => ECDH-RSA-AES256-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA384 => ECDH-ECDSA-AES256-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_ECDSA_WITH_AES_256_CBC_SHA384 => ECDH-ECDSA-AES256-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_RSA_WITH_AES_256_CBC_SHA => ECDH-RSA-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_RSA_WITH_AES_256_CBC_SHA => ECDH-RSA-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA => ECDH-ECDSA-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_ECDSA_WITH_AES_256_CBC_SHA => ECDH-ECDSA-AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_AES_256_GCM_SHA384 => AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_AES_256_GCM_SHA384 => AES256-GCM-SHA384
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_AES_256_CBC_SHA256 => AES256-SHA256
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_AES_256_CBC_SHA256 => AES256-SHA256
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_AES_256_CBC_SHA => AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_AES_256_CBC_SHA => AES256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_CAMELLIA256_SHA => CAMELLIA256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_CAMELLIA256_SHA => CAMELLIA256-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_PSK_WITH_AES_256_CBC_SHA => PSK-AES256-CBC-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_PSK_WITH_AES_256_CBC_SHA => PSK-AES256-CBC-SHA
[DEBUG] [2023-08-22 18:38:21] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 => ECDHE-RSA-AES128-GCM-SHA256
